date,window_size,window_start,window_end,network_id,network_type,network_scale,network_metal,source,target,source_to_target,target_to_source,strict_r2g_NPDC,pca_NPDC,strict_minus_pca_NPDC
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,palladium_futures_STC,10.341507377075242,10.139111254649753,0.20239612242548866,5.028793242996174,-4.826397120570685
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,gold_spot_STC,6.69911181772774,7.242000388926358,-0.5428885711986178,-3.4904341477294696,2.947545576530852
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,silver_spot_STC,7.481761686849089,8.073374023861087,-0.5916123370119974,-1.199111893232231,0.6074995562202337
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,platinum_spot_STC,40.04076849553458,41.03766541621778,-0.9968969206831986,7.916534282205665,-8.913431202888862
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_futures_STC,palladium_spot_STC,8.107793060272725,7.80381039883806,0.3039826614346648,4.512455451841762,-4.2084727904070975
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,gold_futures_STC,2.2227624165594904,2.3586495284030127,-0.1358871118435223,-2.284135741072688,2.148248629229166
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,silver_futures_STC,4.1522211967064875,4.146460301632778,0.005760895073709804,-2.238207105339096,2.243968000412806
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,platinum_futures_STC,10.139111254649753,10.341507377075242,-0.20239612242548866,-5.028793242996174,4.826397120570685
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,gold_spot_STC,2.1164788464425075,2.361579377756252,-0.24510053131374443,1.4649900705783827,-1.7100906018921271
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,silver_spot_STC,2.9571001944859234,3.2817905586861826,-0.3246903642002592,1.652233222203775,-1.9769235864040342
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,platinum_spot_STC,7.481470636614279,7.896960321345575,-0.41548968473129566,-4.319765701197234,3.9042760164659382
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_futures_STC,palladium_spot_STC,58.36282979249068,58.13533279941468,0.22749699307600224,-1.0559433770139626,1.2834403700899648
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,gold_futures_STC,26.720941751413225,24.527803897722738,2.1931378536904873,0.5903839736541378,1.6027538800363494
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,silver_futures_STC,10.051765910584974,9.71298114596376,0.33878476462121476,1.043845199130247,-0.7050604345090323
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,platinum_futures_STC,7.242000388926358,6.69911181772774,0.5428885711986178,3.4904341477294696,-2.947545576530852
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,palladium_futures_STC,2.361579377756252,2.1164788464425075,0.24510053131374443,-1.4649900705783827,1.7100906018921271
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,silver_spot_STC,19.407451212789347,19.730757823361,-0.32330661057165244,0.6153227931510602,-0.9386294037227126
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,platinum_spot_STC,9.165810478378418,8.911508867331849,0.2543016110465697,0.8192108817095617,-0.564909270662992
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,gold_spot_STC,palladium_spot_STC,2.924453450209027,2.788386600416655,0.13606684979237205,-0.3441298379061791,0.4801966876985512
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,gold_futures_STC,9.107317924100943,8.769247413637196,0.3380705104637478,-0.3755748680660586,0.7136453785298065
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,silver_futures_STC,27.809448515402117,25.665198700482637,2.1442498149194797,0.1400340504859737,2.004215764433506
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,platinum_futures_STC,8.073374023861087,7.481761686849089,0.5916123370119974,1.199111893232231,-0.6074995562202337
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,palladium_futures_STC,3.2817905586861826,2.9571001944859234,0.3246903642002592,-1.652233222203775,1.9769235864040342
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,gold_spot_STC,19.730757823361,19.407451212789347,0.32330661057165244,-0.6153227931510602,0.9386294037227126
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,platinum_spot_STC,10.888523854139024,10.637563776274092,0.25096007786493146,0.4493547232278239,-0.19839464536289242
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,silver_spot_STC,palladium_spot_STC,4.147397265270395,3.960262491811369,0.18713477345902563,-1.602110609574746,1.7892453830337716
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,gold_futures_STC,4.773812809567744,4.817110776215774,-0.043297966648029984,-1.5272310646032892,1.4839330979552592
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_futures_STC,5.7939518656666635,5.791762201964919,0.0021896637017446707,-2.0798213998503066,2.0820110635520512
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,platinum_futures_STC,41.03766541621778,40.04076849553458,0.9968969206831986,-7.916534282205665,8.913431202888862
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_futures_STC,7.896960321345575,7.481470636614279,0.41548968473129566,4.319765701197234,-3.9042760164659382
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,gold_spot_STC,8.911508867331849,9.165810478378418,-0.2543016110465697,-0.8192108817095617,0.564909270662992
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,silver_spot_STC,10.637563776274092,10.888523854139024,-0.25096007786493146,-0.4493547232278239,0.19839464536289242
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,platinum_spot_STC,palladium_spot_STC,9.755686808109893,9.516852695385602,0.238834112724291,3.992098800925234,-3.753264688200943
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,gold_futures_STC,1.8517387036371922,2.011503393335776,-0.15976468969858404,-2.1572510540592438,1.9974863643606597
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,silver_futures_STC,2.937830580512104,3.096617374482517,-0.15878679397041306,-2.2444752658259306,2.0856884718555175
,3100,2012-01-04,2026-03-31,same_scale_STC,same_scale_cross_metal,STC,,palladium_spot_STC,platinum_futures_STC,7.80381039883806,8.107793060272725,-0.3039826614346648,-4.512455451841762,4.2084727904070975
